Lake,Site,ISO 8601 UTC,SampleDateTime,Value,Approval Level,Grade,Qualifiers,Parameter,Sample
Lake ?karo,1,2023-07-19T23:20:02Z,20/07/2023 11:20,7.4,Validated,200,Routine,pH,Integrated
Lake ?karo,1,2023-08-15T19:20:00Z,16/08/2023 7:20,7.67,Validated,400,Project/Other,pH,Integrated
Lake ?karo,1,2023-08-16T23:20:01Z,17/08/2023 11:20,7.74,Validated,400,Routine,pH,Integrated
Lake ?karo,1,2023-08-22T21:17:00Z,23/08/2023 9:17,7.54,Validated,400,Project/Other,pH,Integrated
Lake ?karo,1,2023-09-20T23:20:00Z,21/09/2023 11:20,8,Validated,400,Routine,pH,Integrated
Lake ?karo,1,2023-10-18T21:53:00Z,19/10/2023 9:53,9.79,Validated,600,Routine,pH,Integrated
Lake ?karo,1,2023-11-22T21:54:00Z,23/11/2023 9:54,9.8,Validated,600,Routine,pH,Integrated
Lake ?karo,1,2023-12-20T22:00:00Z,21/12/2023 10:00,8.37,Validated,600,Routine,pH,Integrated
Lake ?karo,1,2024-01-17T21:52:00Z,18/01/2024 9:52,8.1,Validated,600,Routine,pH,Integrated
Lake ?karo,1,2024-02-21T22:40:00Z,22/02/2024 10:40,7.93,Validated,600,Routine,pH,Integrated
Lake ?karo,1,2024-03-20T22:02:00Z,21/03/2024 10:02,7.5,Validated,600,Routine,pH,Integrated
Lake ?karo,1,2024-04-16T19:30:00Z,17/04/2024 7:30,7.56,Validated,400,Project/Other,pH,Integrated
Lake ?karo,1,2024-04-17T12:00:01Z,18/04/2024 0:00,7.58,Validated,600,Routine,pH,Integrated
Lake ?karo,1,2024-04-23T23:40:00Z,24/04/2024 11:40,7.57,Validated,400,,pH,Integrated
Lake ?karo,1,2018-07-19T00:05:00Z,19/07/2018 12:05,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2018-08-23T00:10:00Z,23/08/2018 12:10,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2018-09-19T23:45:00Z,20/09/2018 11:45,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2018-10-17T21:45:00Z,18/10/2018 9:45,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2018-12-12T22:15:00Z,13/12/2018 10:15,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-01-16T22:20:00Z,17/01/2019 10:20,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-02-20T23:15:00Z,21/02/2019 11:15,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-03-20T23:40:00Z,21/03/2019 11:40,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-04-16T23:10:00Z,17/04/2019 11:10,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-05-15T12:00:00Z,16/05/2019 0:00,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-06-19T12:00:00Z,20/06/2019 0:00,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-07-17T22:45:00Z,18/07/2019 10:45,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-08-22T00:10:00Z,22/08/2019 12:10,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-09-19T23:40:00Z,20/09/2019 11:40,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-10-21T22:50:00Z,22/10/2019 10:50,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-11-20T22:05:00Z,21/11/2019 10:05,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2019-12-11T21:10:00Z,12/12/2019 9:10,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2020-01-22T22:40:00Z,23/01/2020 10:40,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2020-02-19T22:55:00Z,20/02/2020 10:55,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2020-06-17T23:55:00Z,18/06/2020 11:55,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2020-07-23T12:00:00Z,24/07/2020 0:00,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2020-08-19T23:15:00Z,20/08/2020 11:15,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2020-09-17T00:10:00Z,17/09/2020 12:10,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2020-10-14T22:15:00Z,15/10/2020 10:15,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2020-11-18T22:50:00Z,19/11/2020 10:50,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2020-12-17T00:00:00Z,17/12/2020 12:00,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2021-01-20T12:00:00Z,21/01/2021 0:00,3.9,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2021-02-17T12:00:00Z,18/02/2021 0:00,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2021-03-17T12:00:00Z,18/03/2021 0:00,16.8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2021-04-22T23:20:00Z,23/04/2021 11:20,6,Validated,400,Routine,Depth (m),Integrated
Lake ?karo,1,2021-05-19T23:30:00Z,20/05/2021 11:30,8,Validated,600,Routine,Depth (m),Integrated
Lake ?karo,1,2021-06-16T23:50:00Z,17/06/2021 11:50,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2021-07-21T23:50:00Z,22/07/2021 11:50,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2021-09-15T12:00:00Z,16/09/2021 0:00,4,Validated,400,Routine,Depth (m),Integrated
Lake ?karo,1,2021-10-20T12:00:00Z,21/10/2021 0:00,4,Validated,400,Routine,Depth (m),Integrated
Lake ?karo,1,2021-11-17T21:30:00Z,18/11/2021 9:30,4,Validated,400,Routine,Depth (m),Integrated
Lake ?karo,1,2021-12-15T22:55:01Z,16/12/2021 10:55,4,Validated,400,Routine,Depth (m),Integrated
Lake ?karo,1,2022-01-19T22:00:01Z,20/01/2022 10:00,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2022-02-16T22:05:00Z,17/02/2022 10:05,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2022-03-16T23:20:00Z,17/03/2022 11:20,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2022-04-20T23:50:00Z,21/04/2022 11:50,6,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2022-05-18T23:00:00Z,19/05/2022 11:00,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2022-06-21T22:39:00Z,22/06/2022 10:39,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2022-07-21T00:05:00Z,21/07/2022 12:05,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2022-08-17T00:10:00Z,17/08/2022 12:10,8,Validated,400,Routine,Depth (m),Integrated
Lake ?karo,1,2022-09-21T23:54:01Z,22/09/2022 11:54,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2022-10-19T23:40:01Z,20/10/2022 11:40,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2022-11-16T23:10:00Z,17/11/2022 11:10,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2022-12-18T12:00:01Z,19/12/2022 0:00,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-01-18T22:53:01Z,19/01/2023 10:53,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-02-15T22:14:00Z,16/02/2023 10:14,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-03-15T22:20:01Z,16/03/2023 10:20,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-04-19T23:00:01Z,20/04/2023 11:00,6,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-05-17T22:31:01Z,18/05/2023 10:31,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-06-27T12:00:01Z,28/06/2023 0:00,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-07-19T23:20:01Z,20/07/2023 11:20,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-08-15T19:20:00Z,16/08/2023 7:20,8,Validated,400,Project/Other,Depth (m),Integrated
Lake ?karo,1,2023-08-16T23:20:01Z,17/08/2023 11:20,8,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-08-22T21:17:00Z,23/08/2023 9:17,8,Validated,400,Project/Other,Depth (m),Integrated
Lake ?karo,1,2023-09-20T23:20:00Z,21/09/2023 11:20,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-10-18T21:53:00Z,19/10/2023 9:53,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-11-22T21:54:00Z,23/11/2023 9:54,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2023-12-20T22:00:00Z,21/12/2023 10:00,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2024-01-17T21:52:00Z,18/01/2024 9:52,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2024-02-21T22:40:00Z,22/02/2024 10:40,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2024-03-20T22:02:00Z,21/03/2024 10:02,4,Validated,200,Routine,Depth (m),Integrated
Lake ?karo,1,2018-07-19T00:05:00Z,19/07/2018 12:05,0.926,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2018-08-23T00:10:00Z,23/08/2018 12:10,0.838,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2018-09-19T23:45:00Z,20/09/2018 11:45,0.804,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2018-10-17T21:45:00Z,18/10/2018 9:45,1.37,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2018-12-12T22:15:00Z,13/12/2018 10:15,1.22,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-02-20T23:15:00Z,21/02/2019 11:15,0.363,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-03-20T23:40:00Z,21/03/2019 11:40,0.3725,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-04-16T23:10:00Z,17/04/2019 11:10,0.3627,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-04-25T12:00:00Z,26/04/2019 0:00,0.4171,Validated,200,Project/Other,TN (g/m3),Integrated
Lake ?karo,1,2019-05-15T12:00:00Z,16/05/2019 0:00,0.4118,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-06-19T12:00:00Z,20/06/2019 0:00,0.973,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-07-17T22:45:00Z,18/07/2019 10:45,1.0048,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-08-22T00:10:00Z,22/08/2019 12:10,0.96,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-09-19T23:40:00Z,20/09/2019 11:40,0.654,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-10-21T22:50:00Z,22/10/2019 10:50,0.42,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-11-20T22:05:00Z,21/11/2019 10:05,0.361,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2019-12-11T21:10:00Z,12/12/2019 9:10,0.361,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2020-01-22T22:40:00Z,23/01/2020 10:40,0.309,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2020-02-19T22:55:00Z,20/02/2020 10:55,0.3335,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2020-06-17T23:55:00Z,18/06/2020 11:55,0.7784,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2020-07-23T12:00:00Z,24/07/2020 0:00,0.7514,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2020-08-19T23:15:00Z,20/08/2020 11:15,0.7391,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2020-09-17T00:10:00Z,17/09/2020 12:10,0.7371,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2020-10-14T22:15:00Z,15/10/2020 10:15,0.634,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2020-11-18T22:50:00Z,19/11/2020 10:50,0.559,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2020-12-17T00:00:00Z,17/12/2020 12:00,0.471,Validated,200,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-01-20T12:00:00Z,21/01/2021 0:00,0.338,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-02-17T12:00:00Z,18/02/2021 0:00,0.321,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-03-17T12:00:00Z,18/03/2021 0:00,0.2943,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-04-22T23:20:00Z,23/04/2021 11:20,0.3731,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-05-19T23:30:00Z,20/05/2021 11:30,0.4343,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-06-16T23:50:00Z,17/06/2021 11:50,0.6854,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-07-21T23:50:00Z,22/07/2021 11:50,0.6939,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-09-15T12:00:00Z,16/09/2021 0:00,0.7292,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-10-20T12:00:00Z,21/10/2021 0:00,0.7831,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-11-17T21:30:00Z,18/11/2021 9:30,0.8142,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2021-12-15T22:55:01Z,16/12/2021 10:55,1.279,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-01-19T22:00:01Z,20/01/2022 10:00,1.0633,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-02-16T22:05:00Z,17/02/2022 10:05,0.9525,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-03-16T23:20:00Z,17/03/2022 11:20,0.6458,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-04-20T23:50:00Z,21/04/2022 11:50,0.4984,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-05-18T23:00:00Z,19/05/2022 11:00,0.4809,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-06-21T22:39:00Z,22/06/2022 10:39,0.8713,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-07-21T00:05:00Z,21/07/2022 12:05,0.6623,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-08-17T00:10:00Z,17/08/2022 12:10,0.5438,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-09-21T23:54:01Z,22/09/2022 11:54,0.486,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-10-19T23:40:01Z,20/10/2022 11:40,0.5399,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-11-16T23:10:00Z,17/11/2022 11:10,0.3908,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2022-12-18T12:00:01Z,19/12/2022 0:00,0.4686,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-01-18T22:53:01Z,19/01/2023 10:53,0.4271,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-02-15T22:14:00Z,16/02/2023 10:14,0.4207,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-03-15T22:20:01Z,16/03/2023 10:20,0.3718,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-04-19T23:00:01Z,20/04/2023 11:00,0.4868,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-05-17T22:31:01Z,18/05/2023 10:31,0.4828,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-06-27T12:00:01Z,28/06/2023 0:00,0.9091,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-07-19T23:20:01Z,20/07/2023 11:20,0.9154,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-08-16T23:20:01Z,17/08/2023 11:20,0.8279,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-09-20T23:20:00Z,21/09/2023 11:20,0.9823,Validated,400,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-10-18T21:53:00Z,19/10/2023 9:53,0.4699,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-11-22T21:54:00Z,23/11/2023 9:54,0.5573,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2023-12-20T22:00:00Z,21/12/2023 10:00,0.369,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2024-01-17T21:52:00Z,18/01/2024 9:52,0.3656,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2024-02-21T22:40:00Z,22/02/2024 10:40,0.3208,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2024-03-20T22:02:00Z,21/03/2024 10:02,0.3165,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2024-04-17T12:00:01Z,18/04/2024 0:00,0.2983,Validated,600,Routine,TN (g/m3),Integrated
Lake ?karo,1,2018-07-19T00:05:00Z,19/07/2018 12:05,2.98,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2018-08-23T00:10:00Z,23/08/2018 12:10,3.16,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2018-09-19T23:45:00Z,20/09/2018 11:45,6.79,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2018-10-17T21:45:00Z,18/10/2018 9:45,14.6,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2018-12-12T22:15:00Z,13/12/2018 10:15,4.99,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-01-16T22:20:00Z,17/01/2019 10:20,2.2,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-02-20T23:15:00Z,21/02/2019 11:15,0.899,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-03-20T23:40:00Z,21/03/2019 11:40,1.02,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-04-16T23:10:00Z,17/04/2019 11:10,1.48,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-05-15T12:00:00Z,16/05/2019 0:00,1.27,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-06-19T12:00:00Z,20/06/2019 0:00,2.1,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-07-17T22:45:00Z,18/07/2019 10:45,1.37,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-08-22T00:10:00Z,22/08/2019 12:10,3.38,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-09-19T23:40:00Z,20/09/2019 11:40,4.06,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-10-21T22:50:00Z,22/10/2019 10:50,2.88,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-11-20T22:05:00Z,21/11/2019 10:05,2,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2019-12-11T21:10:00Z,12/12/2019 9:10,1.41,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2020-01-22T22:40:00Z,23/01/2020 10:40,1.9,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2020-02-19T22:55:00Z,20/02/2020 10:55,3.12,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2020-06-17T23:55:00Z,18/06/2020 11:55,1.6,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2020-07-23T12:00:00Z,24/07/2020 0:00,1.97,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2020-08-19T23:15:00Z,20/08/2020 11:15,2.54,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2020-09-17T00:10:00Z,17/09/2020 12:10,3.1,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2020-10-14T22:15:00Z,15/10/2020 10:15,3.86,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2020-11-18T22:50:00Z,19/11/2020 10:50,2.37,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2020-12-17T00:00:00Z,17/12/2020 12:00,3.97,Validated,200,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-01-20T12:00:00Z,21/01/2021 0:00,1.76,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-02-17T12:00:00Z,18/02/2021 0:00,1.12,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-03-17T12:00:00Z,18/03/2021 0:00,0.847,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-04-22T23:20:00Z,23/04/2021 11:20,2.89,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-05-19T23:30:00Z,20/05/2021 11:30,1.68,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-06-16T23:50:00Z,17/06/2021 11:50,1.55,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-07-21T23:50:00Z,22/07/2021 11:50,2.11,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-09-15T12:00:00Z,16/09/2021 0:00,1.24,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-10-20T12:00:00Z,21/10/2021 0:00,3.11,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-11-17T21:30:00Z,18/11/2021 9:30,5.92,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2021-12-15T22:55:01Z,16/12/2021 10:55,14.3,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-01-19T22:00:01Z,20/01/2022 10:00,1.76,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-02-16T22:05:00Z,17/02/2022 10:05,23.3,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-03-16T23:20:00Z,17/03/2022 11:20,4.47,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-04-20T23:50:00Z,21/04/2022 11:50,4.47,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-05-18T23:00:00Z,19/05/2022 11:00,1.59,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-06-21T22:39:00Z,22/06/2022 10:39,2.41,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-07-21T00:05:00Z,21/07/2022 12:05,2.65,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-08-17T00:10:00Z,17/08/2022 12:10,2.39,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-09-21T23:54:01Z,22/09/2022 11:54,4.51,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-10-19T23:40:01Z,20/10/2022 11:40,1.84,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-11-16T23:10:00Z,17/11/2022 11:10,1.16,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2022-12-18T12:00:01Z,19/12/2022 0:00,1.27,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-01-18T22:53:01Z,19/01/2023 10:53,1.31,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-02-15T22:14:00Z,16/02/2023 10:14,1.98,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-03-15T22:20:01Z,16/03/2023 10:20,0.826,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-04-19T23:00:01Z,20/04/2023 11:00,3.06,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-05-17T22:31:01Z,18/05/2023 10:31,1.74,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-06-27T12:00:01Z,28/06/2023 0:00,1.74,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-07-19T23:20:01Z,20/07/2023 11:20,2.76,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-08-16T23:20:01Z,17/08/2023 11:20,5.17,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-09-20T23:20:00Z,21/09/2023 11:20,3.76,Validated,400,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-10-18T21:53:00Z,19/10/2023 9:53,5.02,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-11-22T21:54:00Z,23/11/2023 9:54,4.64,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2023-12-20T22:00:00Z,21/12/2023 10:00,1.64,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2024-01-17T21:52:00Z,18/01/2024 9:52,1.82,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2024-02-21T22:40:00Z,22/02/2024 10:40,1.23,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2024-03-20T22:02:00Z,21/03/2024 10:02,12,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2024-04-17T12:00:01Z,18/04/2024 0:00,1.93,Validated,500,Routine,Turbidity (NTU),Integrated
Lake ?karo,1,2018-06-20T22:45:00Z,21/06/2018 10:45,0.102,Validated,200,Routine,TP (g/m3),Surface
Lake ?karo,1,2018-06-20T22:47:00Z,21/06/2018 10:47,0.105,Validated,200,Routine,TP (g/m3),Surface
Lake ?karo,1,2018-06-20T22:50:00Z,21/06/2018 10:50,0.102,Validated,200,Routine,TP (g/m3),Surface
Lake ?karo,1,2018-06-20T22:55:00Z,21/06/2018 10:55,0.101,Validated,200,Routine,TP (g/m3),Surface
Lake ?karo,1,2020-08-27T23:30:00Z,28/08/2020 11:30,0.052,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-08-27T23:35:00Z,28/08/2020 11:35,0.05,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-08-27T23:40:00Z,28/08/2020 11:40,0.0463,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-08-27T23:45:00Z,28/08/2020 11:45,0.0452,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-08-28T00:00:00Z,28/08/2020 12:00,0.0484,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-09-02T20:45:00Z,3/09/2020 8:45,0.0449,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-09-02T20:50:00Z,3/09/2020 8:50,0.0459,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-09-02T20:55:00Z,3/09/2020 8:55,0.0403,Validated,200,Project/Other,TP (g/m3),Surface
Lake ?karo,1,2020-09-02T21:00:00Z,3/09/2020 9:00,0.0448,Validated,200,Project/Other,TP (g/m3),Surface
